rosbagTimestamp,control_method,x_current,x_desired,y_current,y_desired,z_current,z_desired,x_velocity_current,x_velocity_desired,y_velocity_current,y_velocity_desired,z_velocity_current,z_velocity_desired,yaw_current,yaw_desired,yaw_velocity_current,yaw_velocity_desired,roll_current,roll_desired,roll_velocity_current,roll_velocity_desired,pitch_current,pitch_desired,pitch_velocity_current,pitch_velocity_desired,friction_force_forward,friction_force_lateral,friction_force_rotational,required_force_x,required_force_y,required_moment_z,resultant_force_x,resultant_force_y,resultant_moment_z,current_port_servo_angle,current_port_thruster_force,current_starboard_servo_angle,current_starboard_thruster_force,estimated_port_servo_angle,estimated_port_thruster_force,estimated_starboard_servo_angle,estimated_starboard_thruster_force,cost_value,step,user_defined_1,user_defined_2,user_defined_3,user_defined_4,user_defined_5
1403021022589229331,3,-11.9886593299,-9.56012115774,22.5277060064,12.5835788608,12.4117071135,0.0,0.0348749900627,0.0,0.00877022048152,0.0,-0.0354013986084,0.0,-2.25172272358,0.0,0.0208442139937,0.0,-0.00821514130314,0.0,2.85746214971e-05,0.0,0.0553449585554,-0.0,-0.005151093052,0.0,-0.10700186062,0.0437585392707,0.0280524429678,6.66778516031,11.6412490179,-1.03086430711,0.10700186062,-0.0437585392707,-0.0280524429678,0.00383600394174,0.0,0.00230154196664,0.0,-0.0,25.0,-0.0,-25.0,152794.455376,0.0,0.0,0.0,0.0,0.0,0.0
1403021022608756085,3,-11.979602004,-9.56012115774,22.5364936862,12.5835788608,12.3844809189,0.0,0.0209608255699,0.0,0.0103420357098,0.0,-0.0398440629437,0.0,-2.25120493954,0.0,0.0250850785308,0.0,-0.00686333955316,0.0,-0.00433343900072,0.0,0.0563610481742,-0.0,-0.0177511061097,0.0,-0.0758585991768,0.0201357932478,0.0346732342989,6.66778516031,11.6412490179,-1.03086430711,0.0758585991768,-0.0201357932478,-0.0346732342989,0.00383600394174,0.0,0.00230154196664,0.0,-0.0,25.0,-0.0,-25.0,152716.894077,0.0,0.0,0.0,0.0,0.0,0.0
1403021022628899355,3,-11.9789984291,-9.56012115774,22.5367936423,12.5835788608,12.3832162765,0.0,0.0221026871461,0.0,0.0100995116748,0.0,-0.0405510483759,0.0,-2.25044914464,0.0,0.0244038346172,0.0,-0.00656583751287,0.0,0.00182611033674,0.0,0.0565316768171,-0.0,-0.00361843138175,0.0,-0.0777487906324,0.0222343067888,0.032613468286,6.66778516031,11.6412490179,-1.03086430711,0.0777487906324,-0.0222343067888,-0.032613468286,0.00383600394174,0.0,0.00230154196664,0.0,-0.0,25.0,-0.0,-25.0,152730.963678,0.0,0.0,0.0,0.0,0.0,0.0
1403021022648789998,3,-11.9787638241,-9.56012115774,22.5368575302,12.5835788608,12.3828806946,0.0,0.0217998400402,0.0,0.0100065842435,0.0,-0.0404928054341,0.0,-2.25022224592,0.0,0.019455020634,0.0,-0.00647889453863,0.0,-0.000719792606861,0.0,0.0565916805121,-0.0,-0.0105879230725,0.0,-0.0766964789998,0.0218815999097,0.0265812485345,6.66778516031,11.6412490179,-1.03086430711,0.0766964789998,-0.0218815999097,-0.0265812485345,0.00383600394174,0.0,0.00230154196664,0.0,-0.0,25.0,-0.0,-25.0,152739.825137,0.0,0.0,0.0,0.0,0.0,0.0
1403021022668636174,3,-11.9667417351,-9.56012115774,22.5397595265,12.5835788608,12.377504129,0.0,0.0315328467785,0.0,0.00878768687674,0.0,-0.0388887892445,0.0,-2.24978703256,0.0,0.0124561396589,0.0,-0.00726335766622,0.0,-0.00171726750606,0.0,0.0562284908946,-0.0,-0.0105431753675,0.0,-0.0976417718813,0.0386254627125,0.0173122436384,6.66778516031,11.6412490179,-1.03086430711,0.0976417718813,-0.0386254627125,-0.0173122436384,0.00383600394174,0.0,0.00230154196664,0.0,-0.0,25.0,-0.0,-25.0,152806.769906,0.0,0.0,0.0,0.0,0.0,0.0
1403021022688791554,3,-11.966297635,-9.56012115774,22.5398803065,12.5835788608,12.3770539942,0.0,0.0311961066191,0.0,0.00952695325463,0.0,-0.0395139360781,0.0,-2.24956754355,0.0,0.0187151847283,0.0,-0.00717675763355,0.0,-0.00428630720686,0.0,0.0562423193067,-0.0,-0.00764326714348,0.0,-0.0989296407519,0.0371870100564,0.02555138781,6.66778516031,11.6412490179,-1.03086430711,0.0989296407519,-0.0371870100564,-0.02555138781,0.00383600394174,0.0,0.00230154196664,0.0,-0.0,25.0,-0.0,-25.0,152773.192481,0.0,0.0,0.0,0.0,0.0,0.0
1403021022708720520,3,-11.9537679586,-9.56012115774,22.5470422212,12.5835788608,12.350590021,0.0,0.0242477064312,0.0,0.00413932666958,0.0,-0.0419650373244,0.0,-2.24870805577,0.0,0.0145462119713,0.0,-0.00671512479283,0.0,-0.00221601554525,0.0,0.057473562946,-0.0,-0.0103094476173,0.0,-0.0640557280994,0.0331563517593,0.0201077384965,6.66778516031,11.6412490179,-1.03086430711,0.0640557280994,-0.0331563517593,-0.0201077384965,0.00383600394174,0.0,0.00230154196664,0.0,-0.0,25.0,-0.0,-25.0,152961.305995,0.0,0.0,0.0,0.0,0.0,0.0
1403021022728874218,3,-11.9535739778,-9.56012115774,22.5471520169,12.5835788608,12.3500687175,0.0,0.0244162027962,0.0,0.00394288235011,0.0,-0.0416616254127,0.0,-2.24853205173,0.0,0.0144499421253,0.0,-0.00664166492154,0.0,-0.0013252918442,0.0,0.0575146049534,-0.0,-0.00832069112579,0.0,-0.0639180145896,0.0336613486374,0.0198134896896,6.66778516031,11.6412490179,-1.03086430711,0.0639180145896,-0.0336613486374,-0.0198134896896,0.00383600394174,0.0,0.00230154196664,0.0,-0.0,25.0,-0.0,-25.0,152968.40855,0.0,0.0,0.0,0.0,0.0,0.0
1403021022748788260,3,-11.9535739778,-9.56012115774,22.5471520169,12.5835788608,12.3500687175,0.0,0.0244162027962,0.0,0.00394288235011,0.0,-0.0416616254127,0.0,-2.24853205173,0.0,0.0144499421253,0.0,-0.00664166492154,0.0,-0.0013252918442,0.0,0.0575146049534,-0.0,-0.00832069112579,0.0,-0.0639180145896,0.0336613486374,0.0198134896896,6.66778516031,11.6412490179,-1.03086430711,0.0639180145896,-0.0336613486374,-0.0198134896896,0.00383600394174,0.0,0.00230154196664,0.0,-0.0,25.0,-0.0,-25.0,152968.40855,0.0,0.0,0.0,0.0,0.0,0.0
1403021022768589562,3,-11.9532265317,-9.56012115774,22.5470442594,12.5835788608,12.3498320245,0.0,0.0242391893785,0.0,0.00386052268243,0.0,-0.0418539176498,0.0,-2.24834763329,0.0,0.0138332031065,0.0,-0.00655172003682,0.0,-0.000139818632094,0.0,0.0575839777644,-0.0,-0.0103652196005,0.0,-0.0631515278464,0.0334903090829,0.0190778585408,6.66778516031,11.6412490179,-1.03086430711,0.0631515278464,-0.0334903090829,-0.0190778585408,0.00383600394174,0.0,0.00230154196664,0.0,-0.0,25.0,-0.0,-25.0,152972.217795,0.0,0.0,0.0,0.0,0.0,0.0
