rosbagTimestamp,header,seq,stamp,secs,nsecs,frame_id,point,x,y,z
1402416021286280917,,247,,1402416021,277082920,/ecef,,738762.545345,-5498148.74735,3136742.63778
1402416022286212538,,248,,1402416022,277054071,/ecef,,738762.558015,-5498148.71429,3136742.68612
1402416023287154603,,249,,1402416023,278117895,/ecef,,738762.590866,-5498148.67099,3136742.73487
1402416024286057043,,250,,1402416024,276879072,/ecef,,738762.604367,-5498148.66313,3136742.76438
1402416025286036212,,251,,1402416025,276848077,/ecef,,738761.964843,-5498148.67233,3136742.6962
1402416026285985655,,252,,1402416026,276766061,/ecef,,738761.113259,-5498148.51732,3136742.08949
1402416027286804068,,253,,1402416027,276652097,/ecef,,738760.755472,-5498149.08534,3136741.68392
1402416028288781643,,254,,1402416028,278618097,/ecef,,738760.679566,-5498149.98551,3136741.1727
1402416029286688557,,255,,1402416029,277610063,/ecef,,738760.615082,-5498150.29301,3136740.5205
1402416030286623600,,256,,1402416030,276452064,/ecef,,738760.944345,-5498150.81224,3136740.31409
1402416031286596114,,257,,1402416031,277394056,/ecef,,738761.429323,-5498151.10916,3136739.82415
1402416032285528324,,258,,1402416032,276343107,/ecef,,738762.086205,-5498150.8395,3136739.11032
1402416033283455529,,259,,1402416033,274243116,/ecef,,738762.933551,-5498150.81796,3136738.83309
1402416034288435696,,260,,1402416034,279268980,/ecef,,738763.492345,-5498150.31133,3136738.63576
1402416035286350620,,261,,1402416035,277168035,/ecef,,738764.268714,-5498150.23161,3136738.66794
1402416036288264436,,262,,1402416036,279083967,/ecef,,738765.034433,-5498150.41373,3136739.38126
1402416037289215746,,263,,1402416037,280055046,/ecef,,738765.529296,-5498150.29574,3136740.18641
1402416038288155331,,264,,1402416038,278975963,/ecef,,738766.02215,-5498150.36184,3136741.21357
1402416039289105472,,265,,1402416039,279881000,/ecef,,738766.258263,-5498150.46926,3136742.02367
1402416040289003526,,266,,1402416040,279870033,/ecef,,738766.482077,-5498150.14704,3136742.83833
1402416042286895806,,267,,1402416042,277879953,/ecef,,738766.976325,-5498148.92939,3136744.59275
1402416043286813997,,268,,1402416043,277707099,/ecef,,738766.886061,-5498148.61717,3136745.43434
1402416044286772329,,269,,1402416044,277520895,/ecef,,738766.646217,-5498148.33717,3136746.47087
1402416045287680912,,270,,1402416045,277528047,/ecef,,738766.193019,-5498148.31659,3136747.44241
1402416046286568221,,271,,1402416046,277363061,/ecef,,738765.531956,-5498148.3107,3136747.76639
1402416047286540181,,272,,1402416047,277386903,/ecef,,738764.814401,-5498148.34943,3136748.08436
