rosbagTimestamp,header,seq,stamp,secs,nsecs,frame_id,point,x,y,z
1402415970285246005,,218,,1402415970,276071071,/ecef,,738760.900237,-5498149.1971,3136742.99967
1402415971285182357,,219,,1402415971,276004076,/ecef,,738760.989993,-5498149.077,3136743.02316
1402415972286083087,,220,,1402415972,276904106,/ecef,,738761.115047,-5498149.00636,3136743.10598
1402415973284975340,,221,,1402415973,276798009,/ecef,,738761.121321,-5498148.9352,3136743.14122
1402415974285924314,,222,,1402415974,277668952,/ecef,,738761.116953,-5498149.005,3136743.2054
1402415975285832135,,223,,1402415975,276638031,/ecef,,738761.226422,-5498148.8973,3136743.18201
1402415976284744322,,224,,1402415976,275605916,/ecef,,738761.403974,-5498148.76238,3136743.11731
1402415977285642463,,225,,1402415977,276448011,/ecef,,738761.458649,-5498148.71568,3136743.11437
1402415978286638482,,226,,1402415978,277271986,/ecef,,738761.474071,-5498148.67451,3136743.21665
1402415979285597670,,227,,1402415979,276386976,/ecef,,738761.487808,-5498148.53309,3136743.14875
1402415980288392676,,228,,1402415980,279195070,/ecef,,738761.45105,-5498148.52184,3136743.0686
1402415981285319957,,229,,1402415981,276962041,/ecef,,738761.342581,-5498148.47463,3136742.9794
1402415982285203244,,230,,1402415982,277245044,/ecef,,738761.343951,-5498148.44412,3136743.00402
1402415984285020334,,231,,1402415984,276815891,/ecef,,738761.378099,-5498148.37906,3136742.95624
1402415985286977093,,232,,1402415985,278009891,/ecef,,738761.453502,-5498148.2955,3136742.95063
1402415986287852566,,233,,1402415986,278664112,/ecef,,738761.581429,-5498148.34848,3136743.0539
1402415987286724799,,234,,1402415987,277617931,/ecef,,738761.605157,-5498148.37031,3136742.99457
1402415988287664978,,235,,1402415988,278506994,/ecef,,738761.672432,-5498148.45542,3136742.95398
1402415989289532918,,236,,1402415989,280354022,/ecef,,738761.710186,-5498148.60676,3136742.92407
1402415990287445651,,237,,1402415990,278260946,/ecef,,738761.77161,-5498148.73528,3136742.87628
1402415991288370973,,238,,1402415991,279196023,/ecef,,738761.802664,-5498148.69693,3136742.79432
1402415992288269440,,239,,1402415992,279515981,/ecef,,738761.916587,-5498148.6798,3136742.74149
1402415993288226281,,240,,1402415993,279011964,/ecef,,738762.005112,-5498148.76291,3136742.69814
1402415994285115377,,241,,1402415994,275948047,/ecef,,738762.055267,-5498148.8799,3136742.66409
1402415995285003391,,242,,1402415995,275862932,/ecef,,738762.118207,-5498149.00501,3136742.66202
1402415996284964092,,243,,1402415996,276845932,/ecef,,738762.086178,-5498149.17182,3136742.64353
1402415997284794872,,244,,1402415997,276479005,/ecef,,738762.079778,-5498149.2615,3136742.59878
