rosbagTimestamp,header,seq,stamp,secs,nsecs,frame_id,child_frame_id,pose,pose,position,x,y,z,orientation,x,y,z,w,covariance,twist,twist,linear,x,y,z,angular,x,y,z,covariance
1402416354919304945,,235459,,1402416354,886643886,/enu,/base_link,,,,7.36691779571,19.8789943614,-19.1091064447,,0.0136276331252,-0.00251285622482,-0.890627326403,-0.454522759203,"[0.027937561009897558, -0.00615052843489283, -0.0015208881465868956, 1.9251317543484073e-06, -2.8211847116437765e-07, -5.2716911204835864e-05, -0.00615052843489283, 0.03347173854030886, 0.005166591943007555, -9.499280626842044e-07, -1.3631197161510385e-06, -2.506819625322904e-05, -0.0015208881465868956, 0.005166591943007555, 0.21444821542896678, 1.6883523605712532e-06, -1.5822182235231701e-06, 4.147589843450793e-06, 1.9251317543484073e-06, -9.499280626842044e-07, 1.6883523605712532e-06, 4.04473496861474e-06, 2.570927768246607e-07, -1.2011204182287643e-06, -2.8211847116437765e-07, -1.3631197161510385e-06, -1.5822182235231701e-06, 2.570927768246607e-07, 4.162257562689304e-06, 1.7542773057779977e-06, -5.2716911204835864e-05, -2.506819625322904e-05, 4.147589843450793e-06, -1.2011204182287643e-06, 1.7542773057779977e-06, 0.00012218879397080394]",,,,0.362974878251,0.49394321058,0.00634562977465,,0.0199197188772,-0.0172364289173,-0.328229111819,"[0.00031419451425742403, -1.3164159297757729e-05, -3.398150184380573e-05, 3.26015296416392e-09, 9.11876377619657e-09, 5.2149478302435456e-08, -1.3164159297757729e-05, 0.00015699887122268798, 4.9875404037642095e-06, -7.53494373276327e-09, 3.6022091364200587e-09, -1.930298375977302e-08, -3.398150184380573e-05, 4.9875404037642095e-06, 0.00016698776179122004, -1.3779163703063247e-09, -7.874750874346388e-10, 4.5472415097289374e-10, 3.26015296416392e-09, -7.53494373276327e-09, -1.3779163703063247e-09, 2.1733531855608328e-09, 4.625914706838622e-12, 1.1831550849893607e-11, 9.11876377619657e-09, 3.6022091364200587e-09, -7.874750874346388e-10, 4.625914706838622e-12, 2.15085343350677e-09, -4.6389056015444e-13, 5.2149478302435456e-08, -1.930298375977302e-08, 4.5472415097289374e-10, 1.1831550849893607e-11, -4.6389056015444e-13, 2.1732500823546834e-09]"
1402416354919380467,,235460,,1402416354,896635055,/enu,/base_link,,,,7.36092126786,19.8791040524,-19.1091006466,,0.0136483839047,-0.00263544309941,-0.889890564159,-0.455962235144,"[0.027940140195584898, -0.0061516452702796145, -0.0015184541331915101, 1.9586938721267134e-06, -9.562706956148293e-08, -5.297517295427767e-05, -0.0061516452702796145, 0.033473858080235466, 0.005164048975819685, -1.134876373464253e-06, -1.3893624002119443e-06, -2.475741444156896e-05, -0.0015184541331915101, 0.005164048975819685, 0.21446151352775264, 1.6991541722665576e-06, -1.5784567526881787e-06, 4.143570558974754e-06, 1.9586938721267134e-06, -1.134876373464253e-06, 1.6991541722665576e-06, 4.084615324738888e-06, 2.57097355237403e-07, -1.2009143528926497e-06, -9.562706956148293e-08, -1.3893624002119443e-06, -1.5784567526881787e-06, 2.57097355237403e-07, 4.202118329620523e-06, 1.7527351832363158e-06, -5.297517295427767e-05, -2.475741444156896e-05, 4.143570558974754e-06, -1.2009143528926497e-06, 1.7527351832363158e-06, 0.00012220693608743833]",,,,0.365909857805,0.491255097071,0.0168683215375,,0.0243376292039,0.0161187951692,-0.323038068399,"[0.0003187381038859155, -1.2577302761373985e-05, -3.3812788777480636e-05, 3.3223605099271557e-09, 9.324900103595716e-09, 5.2218877956728515e-08, -1.2577302761373985e-05, 0.00016041509120200405, 5.129569504535456e-06, -7.715937002380855e-09, 3.6749116704418603e-09, -1.924719865126705e-08, -3.3812788777480636e-05, 5.129569504535456e-06, 0.00016735660445913375, -1.385831081852065e-09, -7.729751456031544e-10, 4.672904159835789e-10, 3.3223605099271557e-09, -7.715937002380855e-09, -1.385831081852065e-09, 2.173353165958564e-09, 4.625918865611038e-12, 1.1831299151578094e-11, 9.324900103595716e-09, 3.6749116704418603e-09, -7.729751456031544e-10, 4.625918865611038e-12, 2.150853390392011e-09, -4.634862461266313e-13, 5.2218877956728515e-08, -1.924719865126705e-08, 4.672904159835789e-10, 1.1831299151578094e-11, -4.634862461266313e-13, 2.173243924596053e-09]"
1402416354919529012,,235461,,1402416354,906645059,/enu,/base_link,,,,7.35481269442,19.8790689744,-19.1090830438,,0.0135122879848,-0.00259773686326,-0.889152705618,-0.457403690331,"[0.027942842750373578, -0.006152779322490016, -0.0015160078021571265, 1.9925267743845783e-06, 9.517940447344542e-08, -5.322881301499162e-05, -0.006152779322490016, 0.03347597897716608, 0.005161562592487836, -1.3239808330619187e-06, -1.4158882346490887e-06, -2.4443656436363142e-05, -0.0015160078021571265, 0.005161562592487836, 0.21447475072999567, 1.7098245540773882e-06, -1.574717417802187e-06, 4.139759989211937e-06, 1.9925267743845783e-06, -1.3239808330619187e-06, 1.7098245540773882e-06, 4.12464505861636e-06, 2.5710191645678915e-07, -1.200706882302976e-06, 9.517940447344542e-08, -1.4158882346490887e-06, -1.574717417802187e-06, 2.5710191645678915e-07, 4.242128607764933e-06, 1.7511811134284168e-06, -5.322881301499162e-05, -2.4443656436363142e-05, 4.139759989211937e-06, -1.200706882302976e-06, 1.7511811134284168e-06, 0.0001222252257452572]",,,,0.36122614113,0.495373210301,0.00660653459696,,0.010089867736,-0.0264035932041,-0.323148517995,"[0.0003233412697189159, -1.197255618310971e-05, -3.370810443440715e-05, 3.3853246038822083e-09, 9.532783725515404e-09, 5.228895385391714e-08, -1.197255618310971e-05, 0.00016391595391196937, 5.278526826655781e-06, -7.898960774168343e-09, 3.749294164927971e-09, -1.9190965807968792e-08, -3.370810443440715e-05, 5.278526826655781e-06, 0.000167757188714412, -1.396259136312886e-09, -7.617976266585098e-10, 4.5496179481707897e-10, 3.3853246038822083e-09, -7.898960774168343e-09, -1.396259136312886e-09, 2.1733531459488035e-09, 4.625922973592093e-12, 1.1831043602263298e-11, 9.532783725515404e-09, 3.749294164927971e-09, -7.617976266585098e-10, 4.625922973592093e-12, 2.1508533466350774e-09, -4.630803010186083e-13, 5.228895385391714e-08, -1.9190965807968792e-08, 4.5496179481707897e-10, 1.1831043602263298e-11, -4.630803010186083e-13, 2.1732377637855075e-09]"
1402416354919551584,,235462,,1402416354,917633056,/enu,/base_link,,,,7.34790297967,19.8791868665,-19.1091190106,,0.0133916013064,-0.00260661105027,-0.888339743418,-0.458984063838,"[0.027945795954312548, -0.006154024711715014, -0.0015133189958715005, 2.0300007038612476e-06, 3.097661482253776e-07, -5.350933300290027e-05, -0.006154024711715014, 0.033478376875598195, 0.005158816033298147, -1.536664316592379e-06, -1.4453627751550129e-06, -2.409997649054227e-05, -0.0015133189958715005, 0.005158816033298147, 0.21448934280597454, 1.7212083625591453e-06, -1.5708366268398776e-06, 4.135581039420777e-06, 2.0300007038612476e-06, -1.536664316592379e-06, 1.7212083625591453e-06, 4.172892151651612e-06, 2.571065868000822e-07, -1.2005056493408313e-06, 3.097661482253776e-07, -1.4453627751550129e-06, -1.5708366268398776e-06, 2.571065868000822e-07, 4.290356144391054e-06, 1.7496179597512526e-06, -5.350933300290027e-05, -2.409997649054227e-05, 4.135581039420777e-06, -1.2005056493408313e-06, 1.7496179597512526e-06, 0.0001222518476645684]",,,,0.363489003935,0.494686500042,0.0122349043464,,0.0158331511637,-0.0175677722231,-0.322927624797,"[0.00032853339158990644, -1.1302228307945699e-05, -3.357703678204778e-05, 3.456017932089832e-09, 9.762804876907056e-09, 5.236687368026945e-08, -1.1302228307945699e-05, 0.00016789181431206614, 5.4436609880635465e-06, -8.101829508966531e-09, 3.832492077542518e-09, -1.9129591436249674e-08, -3.357703678204778e-05, 5.4436609880635465e-06, 0.00016822982426257415, -1.406877760420894e-09, -7.488895455956166e-10, 4.4766316414645825e-10, 3.456017932089832e-09, -8.101829508966531e-09, -1.406877760420894e-09, 2.1733531254947734e-09, 4.625927148133626e-12, 1.1830786292247724e-11, 9.762804876907056e-09, 3.832492077542518e-09, -7.488895455956166e-10, 4.625927148133626e-12, 2.1508533023586738e-09, -4.62672797273985e-13, 5.236687368026945e-08, -1.9129591436249674e-08, 4.4766316414645825e-10, 1.1830786292247724e-11, -4.62672797273985e-13, 2.173231601916981e-09]"
1402416354959048468,,235463,,1402416354,927617073,/enu,/base_link,,,,7.34173279724,19.8792976153,-19.1090717558,,0.0133160686803,-0.00269733383157,-0.887592251866,-0.46042958325,"[0.027948554041935202, -0.006155201697269314, -0.001510868805254085, 2.064346033952494e-06, 5.087936238429495e-07, -5.3767297928135066e-05, -0.006155201697269314, 0.03348060394288285, 0.005156271651662282, -1.7338385131056636e-06, -1.4723967497752815e-06, -2.3787984026394427e-05, -0.001510868805254085, 0.005156271651662282, 0.2145026245767279, 1.7321469476158671e-06, -1.5669578827435923e-06, 4.13162787888968e-06, 2.064346033952494e-06, -1.7338385131056636e-06, 1.7321469476158671e-06, 4.2127107344601656e-06, 2.571111025035074e-07, -1.2002944203427301e-06, 5.087936238429495e-07, -1.4723967497752815e-06, -1.5669578827435923e-06, 2.571111025035074e-07, 4.330155594360012e-06, 1.7480369960518547e-06, -5.3767297928135066e-05, -2.3787984026394427e-05, 4.13162787888968e-06, -1.2002944203427301e-06, 1.7480369960518547e-06, 0.00012226991205512917]",,,,0.365955063034,0.495034707728,0.0110489530424,,0.0274301660278,-0.00387224975255,-0.325357477048,"[0.0003333067515883731, -1.0682582331835327e-05, -3.343320495905019e-05, 3.5218818982274703e-09, 9.973842415201796e-09, 5.2437575385219854e-08, -1.0682582331835327e-05, 0.00017155264993041363, 5.593748571304592e-06, -8.288250027851934e-09, 3.90962475005424e-09, -1.9071719041948913e-08, -3.343320495905019e-05, 5.593748571304592e-06, 0.00016861139895141435, -1.415109180364684e-09, -7.362964209700939e-10, 4.5041131346863047e-10, 3.5218818982274703e-09, -8.288250027851934e-09, -1.415109180364684e-09, 2.173353104612178e-09, 4.6259313211709654e-12, 1.183052467821896e-11, 9.973842415201796e-09, 3.90962475005424e-09, -7.362964209700939e-10, 4.6259313211709654e-12, 2.15085325744639e-09, -4.622634792973817e-13, 5.2437575385219854e-08, -1.9071719041948913e-08, 4.5041131346863047e-10, 1.183052467821896e-11, -4.622634792973817e-13, 2.1732254372792887e-09]"
1402416354959194396,,235464,,1402416354,937751054,/enu,/base_link,,,,7.34793961962,19.8652476571,-19.0817556109,,0.0124025472143,-0.00220429179288,-0.886719722104,-0.462135751001,"[0.027933456430467806, -0.006154422554735584, -0.0015135972942590878, 1.9017150644418987e-06, -3.8844794734673244e-07, -5.3594983275884036e-05, -0.006154422554735584, 0.033466503108983116, 0.0051671112116250615, -8.993134023763651e-07, -1.366556439404007e-06, -2.3633276200382697e-05, -0.0015135972942590878, 0.0051671112116250615, 0.21444695300133154, 1.640629123256041e-06, -1.4661670930832472e-06, 4.073246326444257e-06, 1.9017150644418987e-06, -8.993134023763651e-07, 1.640629123256041e-06, 4.044902014016546e-06, 2.5656021939484294e-07, -1.181427553931993e-06, -3.8844794734673244e-07, -1.366556439404007e-06, -1.4661670930832472e-06, 2.5656021939484294e-07, 4.165950174988152e-06, 1.8253132578120512e-06, -5.3594983275884036e-05, -2.3633276200382697e-05, 4.073246326444257e-06, -1.181427553931993e-06, 1.8253132578120512e-06, 0.00012225706294333513]",,,,0.340863115801,0.497681599208,0.0215776531242,,0.0170476266223,-0.00475678393225,-0.325578657782,"[0.00031286638039859535, -9.363374297799594e-06, -3.495453584280251e-05, 3.2268357323836684e-09, 9.046962920177552e-09, 5.2191270090801714e-08, -9.363374297799594e-06, 0.00015482307594829928, 4.282859602440695e-06, -7.509647106446299e-09, 3.619832516490738e-09, -1.7790120521363477e-08, -3.495453584280251e-05, 4.282859602440695e-06, 0.00016722355299081168, -1.386110422317353e-09, -8.698489388653273e-10, 3.131488755431077e-10, 3.2268357323836684e-09, -7.509647106446299e-09, -1.386110422317353e-09, 2.1732961542223016e-09, 4.623184592061939e-12, 1.183697079013782e-11, 9.046962920177552e-09, 3.619832516490738e-09, -8.698489388653273e-10, 4.623184592061939e-12, 2.150798977538507e-09, -4.816301175784586e-13, 5.2191270090801714e-08, -1.7790120521363477e-08, 3.131488755431077e-10, 1.183697079013782e-11, -4.816301175784586e-13, 2.1732109490280083e-09]"
1402416354959219703,,235465,,1402416354,947614908,/enu,/base_link,,,,7.34175575766,19.8650226133,-19.0814974592,,0.0122620782138,-0.00223325648906,-0.885968277654,-0.463578326709,"[0.027935991775963794, -0.006155547615585916, -0.0015111328274445505, 1.9345615403448075e-06, -2.0468992634422052e-07, -5.383776825764886e-05, -0.006155547615585916, 0.03346857335302777, 0.005164636886733489, -1.081434308425033e-06, -1.3923003492353463e-06, -2.332692320662793e-05, -0.0015111328274445505, 0.005164636886733489, 0.21445993904917404, 1.6510573886897681e-06, -1.4620916359194238e-06, 4.069301564508928e-06, 1.9345615403448075e-06, -1.081434308425033e-06, 1.6510573886897681e-06, 4.083770695345297e-06, 2.565646998225673e-07, -1.1812223639450543e-06, -2.0468992634422052e-07, -1.3923003492353463e-06, -1.4620916359194238e-06, 2.565646998225673e-07, 4.2047973449839334e-06, 1.8237535440826012e-06, -5.383776825764886e-05, -2.332692320662793e-05, 4.069301564508928e-06, -1.1812223639450543e-06, 1.8237535440826012e-06, 0.00012227411188430915]",,,,0.340231831321,0.499679446114,0.01338992998,,0.0224595665074,-0.0213239480654,-0.328339858292,"[0.00031727651597741435, -8.753334895235848e-06, -3.4864087064222995e-05, 3.2877711122961383e-09, 9.249819933723193e-09, 5.2255288453044836e-08, -8.753334895235848e-06, 0.00015820739352453698, 4.418128119911803e-06, -7.688398796949095e-09, 3.692657129427409e-09, -1.773351340893787e-08, -3.4864087064222995e-05, 4.418128119911803e-06, 0.00016760707163927143, -1.3954912983802181e-09, -8.598429906563848e-10, 3.055784623541011e-10, 3.2877711122961383e-09, -7.688398796949095e-09, -1.3954912983802181e-09, 2.173296134524005e-09, 4.623189152240091e-12, 1.1836713934700116e-11, 9.249819933723193e-09, 3.692657129427409e-09, -8.598429906563848e-10, 4.623189152240091e-12, 2.1507989340333265e-09, -4.81225387993636e-13, 5.2255288453044836e-08, -1.773351340893787e-08, 3.055784623541011e-10, 1.1836713934700116e-11, -4.81225387993636e-13, 2.173204772285328e-09]"
1402416354998965774,,235466,,1402416354,957619905,/enu,/base_link,,,,7.33586985123,19.8651101472,-19.0815560102,,0.0122478464929,-0.00230051624739,-0.885237219117,-0.464972863478,"[0.02793862556937, -0.006156702038597187, -0.0015086883534927717, 1.968190023096964e-06, -1.411348068408823e-08, -5.408881364171997e-05, -0.006156702038597187, 0.033470685046349515, 0.00516209509646052, -1.2703460468862104e-06, -1.4186937634312859e-06, -2.3016155641681385e-05, -0.0015086883534927717, 0.00516209509646052, 0.21447337853178558, 1.6618072710468868e-06, -1.457941242115582e-06, 4.065322724977463e-06, 1.968190023096964e-06, -1.2703460468862104e-06, 1.6618072710468868e-06, 4.123760390999398e-06, 2.565691784658706e-07, -1.1810167486258671e-06, -1.411348068408823e-08, -1.4186937634312859e-06, -1.457941242115582e-06, 2.565691784658706e-07, 4.244765616671655e-06, 1.8221825447664571e-06, -5.408881364171997e-05, -2.3016155641681385e-05, 4.065322724977463e-06, -1.1810167486258671e-06, 1.8221825447664571e-06, 0.00012229229526129203]",,,,0.34277898287,0.496446063174,0.0244807152608,,0.0170476260392,0.00485217155098,-0.314202546386,"[0.00032184849718222785, -8.14902323195499e-06, -3.4731736628732286e-05, 3.3500230746360055e-09, 9.45795683905774e-09, 5.231772972148305e-08, -8.14902323195499e-06, 0.00016172680741838308, 4.559482905706763e-06, -7.87173892189561e-09, 3.7665919029515646e-09, -1.768404944517154e-08, -3.4731736628732286e-05, 4.559482905706763e-06, 0.00016798344756909989, -1.4044491652953473e-09, -8.471318627691383e-10, 3.1065676124810654e-10, 3.3500230746360055e-09, -7.87173892189561e-09, -1.4044491652953473e-09, 2.1732961145739897e-09, 4.62319372058031e-12, 1.1836453327825189e-11, 9.45795683905774e-09, 3.7665919029515646e-09, -8.471318627691383e-10, 4.62319372058031e-12, 2.1507988899228053e-09, -4.808191299252372e-13, 5.231772972148305e-08, -1.768404944517154e-08, 3.1065676124810654e-10, 1.1836453327825189e-11, -4.808191299252372e-13, 2.173198594218589e-09]"
1402416355038843666,,235467,,1402416354,967617988,/enu,/base_link,,,,7.32985521628,19.8651319873,-19.0815396841,,0.0121138195037,-0.00227136332806,-0.88449386319,-0.466389003157,"[0.027941346037794343, -0.0061578347516582504, -0.0015062483653010853, 2.002044804639464e-06, 1.8038141469345338e-07, -5.4336224838772196e-05, -0.0061578347516582504, 0.03347289822089903, 0.005159592198724647, -1.4629845472399079e-06, -1.445303968149414e-06, -2.270449339949012e-05, -0.0015062483653010853, 0.005159592198724647, 0.21448652432925222, 1.6724818810878933e-06, -1.45379903706234e-06, 4.061242138497276e-06, 2.002044804639464e-06, -1.4629845472399079e-06, 1.6724818810878933e-06, 4.163693317901588e-06, 2.5657363545958057e-07, -1.1808095244631278e-06, 1.8038141469345338e-07, -1.445303968149414e-06, -1.45379903706234e-06, 2.5657363545958057e-07, 4.284677249399563e-06, 1.82059942723847e-06, -5.4336224838772196e-05, -2.270449339949012e-05, 4.061242138497276e-06, -1.1808095244631278e-06, 1.82059942723847e-06, 0.00012231041691601922]",,,,0.340471043638,0.500841264449,0.0132079021455,,0.0111938944808,-0.025300067466,-0.319504040945,"[0.0003264763809497705, -7.523805524673537e-06, -3.464535608408199e-05, 3.413421212918794e-09, 9.667279163940955e-09, 5.238147762971183e-08, -7.523805524673537e-06, 0.00016532201293739825, 4.7033374625384615e-06, -8.056644924832864e-09, 3.84239358203705e-09, -1.763152577582226e-08, -3.464535608408199e-05, 4.7033374625384615e-06, 0.00016838090053766634, -1.4148991533075887e-09, -8.369933609744027e-10, 2.989443754844073e-10, 3.413421212918794e-09, -8.056644924832864e-09, -1.4148991533075887e-09, 2.1732960940807964e-09, 4.623198325336179e-12, 1.1836189712595171e-11, 9.667279163940955e-09, 3.84239358203705e-09, -8.369933609744027e-10, 4.623198325336179e-12, 2.1507988452287057e-09, -4.804113332984499e-13, 5.238147762971183e-08, -1.763152577582226e-08, 2.989443754844073e-10, 1.1836189712595171e-11, -4.804113332984499e-13, 2.1731924145659115e-09]"
1402416355038874627,,235468,,1402416354,977673053,/enu,/base_link,,,,7.3236804248,19.8650383431,-19.0812625037,,0.0120628921168,-0.00237334347715,-0.883735378969,-0.467825430939,"[0.027944055150285536, -0.006159045065243244, -0.0015037756496965394, 2.036413313223621e-06, 3.802208160388063e-07, -5.458843847641669e-05, -0.006159045065243244, 0.03347516245013591, 0.0051570114480834085, -1.6608990198023473e-06, -1.4723603621791749e-06, -2.239199968335486e-05, -0.0015037756496965394, 0.0051570114480834085, 0.21450001924664638, 1.6833532212270045e-06, -1.449553823322249e-06, 4.057085688932731e-06, 2.036413313223621e-06, -1.6608990198023473e-06, 1.6833532212270045e-06, 4.204082137819371e-06, 2.565780784289012e-07, -1.1806011488139306e-06, 3.802208160388063e-07, -1.4723603621791749e-06, -1.449553823322249e-06, 2.565780784289012e-07, 4.325044896552205e-06, 1.819004422018021e-06, -5.458843847641669e-05, -2.239199968335486e-05, 4.057085688932731e-06, -1.1806011488139306e-06, 1.819004422018021e-06, 0.00012232899733465299]",,,,0.342660562896,0.498923290384,0.0216070097654,,0.0265461332431,0.00164918650279,-0.322375684765,"[0.0003312326388637598, -6.887511056371118e-06, -3.4513731720740456e-05, 3.4790331554375225e-09, 9.879586285372719e-09, 5.2446308382510164e-08, -6.887511056371118e-06, 0.00016902269583112106, 4.847222343138924e-06, -8.244413030141176e-09, 3.9201299130908534e-09, -1.7576896971360604e-08, -3.4513731720740456e-05, 4.847222343138924e-06, 0.00016876243239246627, -1.4232114486371146e-09, -8.248636343794758e-10, 3.040508071819176e-10, 3.4790331554375225e-09, -8.244413030141176e-09, -1.4232114486371146e-09, 2.1732960732451065e-09, 4.623202942341696e-12, 1.1835923713519881e-11, 9.879586285372719e-09, 3.9201299130908534e-09, -8.248636343794758e-10, 4.623202942341696e-12, 2.15079880001165e-09, -4.800019324216233e-13, 5.2446308382510164e-08, -1.7576896971360604e-08, 3.040508071819176e-10, 1.1835923713519881e-11, -4.800019324216233e-13, 2.173186233054223e-09]"
