rosbagTimestamp,header,seq,stamp,secs,nsecs,frame_id,point,x,y,z
1402416200284561770,,293,,1402416200,276441097,/ecef,,738765.230357,-5498146.42001,3136745.04122
1402416201285468248,,294,,1402416201,276309013,/ecef,,738764.244137,-5498146.18746,3136746.46225
1402416202286406771,,295,,1402416202,278137922,/ecef,,738763.174361,-5498145.76014,3136747.46471
1402416203285304183,,296,,1402416203,276159048,/ecef,,738762.336122,-5498145.66885,3136748.26392
1402416204287221115,,297,,1402416204,278064012,/ecef,,738761.947548,-5498145.33749,3136748.84028
1402416205287215515,,298,,1402416205,278036117,/ecef,,738761.673242,-5498145.11417,3136749.3364
1402416206287189297,,299,,1402416206,278034925,/ecef,,738761.636278,-5498145.41522,3136749.66238
1402416207288129018,,300,,1402416207,278911113,/ecef,,738761.389147,-5498145.54454,3136749.82156
1402416208287129617,,301,,1402416208,278009891,/ecef,,738761.368618,-5498145.53181,3136750.00126
1402416209287024643,,302,,1402416209,277896881,/ecef,,738761.322814,-5498145.60636,3136750.22016
1402416210285961555,,303,,1402416210,276813030,/ecef,,738761.252631,-5498145.5529,3136750.32902
1402416211285924772,,304,,1402416211,276758909,/ecef,,738761.152622,-5498145.69805,3136750.53004
1402416213285844498,,305,,1402416213,276668071,/ecef,,738761.049064,-5498145.78327,3136750.80822
1402416214285772628,,306,,1402416214,276621103,/ecef,,738760.963319,-5498145.73772,3136750.89645
