rosbagTimestamp,header,seq,stamp,secs,nsecs,frame_id,point,x,y,z
1402415884287889991,,175,,1402415884,278749942,/ecef,,738754.414584,-5498144.09572,3136754.32448
1402415888285541402,,176,,1402415888,276351928,/ecef,,738754.506141,-5498143.90672,3136754.53133
1402415889285458024,,177,,1402415889,276304960,/ecef,,738754.53247,-5498143.93204,3136754.61004
1402415890288413625,,178,,1402415890,279236078,/ecef,,738754.551826,-5498143.91673,3136754.60746
1402415891285358208,,179,,1402415891,277014017,/ecef,,738754.555117,-5498143.9174,3136754.68677
1402415892288235465,,180,,1402415892,279071092,/ecef,,738754.62387,-5498143.96742,3136754.79944
1402415893289216448,,181,,1402415893,280069112,/ecef,,738754.290092,-5498143.4586,3136755.39153
1402415894289132538,,182,,1402415894,279834985,/ecef,,738754.030727,-5498143.18913,3136756.06836
1402415895288045708,,183,,1402415895,278888940,/ecef,,738753.667319,-5498142.54355,3136756.8443
1402415896287988155,,184,,1402415896,278814077,/ecef,,738753.153146,-5498142.34279,3136757.59699
1402415897288948608,,185,,1402415897,279766082,/ecef,,738752.686346,-5498142.26631,3136758.27449
