rosbagTimestamp,control_method,x_current,x_desired,y_current,y_desired,x_velocity_current,x_velocity_desired,y_velocity_current,y_velocity_desired,yaw_current,yaw_desired,required_force_x,required_force_y,required_moment_z,resultant_force_x,resultant_force_y,resultant_moment_z,current_port_servo_angle,current_port_thruster_force,current_starboard_servo_angle,current_starboard_thruster_force,estimated_port_servo_angle,estimated_port_thruster_force,estimated_starboard_servo_angle,estimated_starboard_thruster_force,cost_value,step,user_defined_1,user_defined_2,user_defined_3,user_defined_4,user_defined_5
1402601818488004421,3,0.242569778077,-0.114322152727,-20.0156383063,0.043815185726,0.202666877505,0.0,-0.460833427736,0.0,-2.80245377243,0.0,0.0,0.0,0.0,0.2674221852,-96.7921312162,88.7516752733,1.07174715201,-65.0,-0.902968319255,50.0,1.08210413624,-65.0,-0.907571211037,50.0,8656416.84032,0.0,0.0,0.0,0.0,0.0,0.0
1402601818508194265,3,0.242569778077,-0.114322152727,-20.0156383063,0.043815185726,0.202666877505,0.0,-0.460833427736,0.0,-2.80245377243,0.0,0.0,0.0,0.0,0.2674221852,-96.7921312162,88.7516752733,1.07174715201,-65.0,-0.904502542811,50.0,1.08210413624,-65.0,-0.907571211037,50.0,8656416.84032,0.0,0.0,0.0,0.0,0.0,0.0
1402601818527644491,3,0.253245423811,-0.114322152727,-20.04015261,0.043815185726,0.201917746212,0.0,-0.466257119007,0.0,-2.79863446464,0.0,0.0,0.0,0.0,0.2674221852,-96.7921312162,88.7516752733,1.07174715201,-65.0,-0.904502542811,50.0,1.08210413624,-65.0,-0.907571211037,50.0,8656416.84032,0.0,0.0,0.0,0.0,0.0,0.0
1402601818548481071,3,0.253245423811,-0.114322152727,-20.04015261,0.043815185726,0.201917746212,0.0,-0.466257119007,0.0,-2.79863446464,0.0,0.0,0.0,0.0,0.2674221852,-96.7921312162,88.7516752733,1.07174715201,-65.0,-0.902968319255,50.0,1.08210413624,-65.0,-0.907571211037,50.0,8656416.84032,0.0,0.0,0.0,0.0,0.0,0.0
1402601818567622551,3,0.25749951456,-0.114322152727,-20.0500831262,0.043815185726,0.203704054243,0.0,-0.465726609634,0.0,-2.79725213052,0.0,0.0,0.0,0.0,0.2674221852,-96.7921312162,88.7516752733,1.07174715201,-65.0,-0.902968319255,50.0,1.08210413624,-65.0,-0.907571211037,50.0,8656416.84032,0.0,0.0,0.0,0.0,0.0,0.0
1402601818588253664,3,0.25749951456,-0.114322152727,-20.0500831262,0.043815185726,0.203704054243,0.0,-0.465726609634,0.0,-2.79725213052,0.0,0.0,0.0,0.0,0.2674221852,-96.7921312162,88.7516752733,1.07174715201,-65.0,-0.902968319255,50.0,1.08210413624,-65.0,-0.907571211037,50.0,8656416.84032,0.0,0.0,0.0,0.0,0.0,0.0
1402601818607618856,3,0.272292806546,-0.114322152727,-20.0720393632,0.043815185726,0.219415905227,0.0,-0.474305870395,0.0,-2.79479589127,0.0,0.0,0.0,0.0,0.2674221852,-96.7921312162,88.7516752733,1.07021269004,-65.0,-0.902968319255,50.0,1.08210413624,-65.0,-0.907571211037,50.0,8656416.84032,0.0,0.0,0.0,0.0,0.0,0.0
1402601818628167323,3,0.272292806546,-0.114322152727,-20.0720393632,0.043815185726,0.219415905227,0.0,-0.474305870395,0.0,-2.79479589127,0.0,0.0,0.0,0.0,0.2674221852,-96.7921312162,88.7516752733,1.07021269004,-65.0,-0.904502542811,50.0,1.08210413624,-65.0,-0.907571211037,50.0,8656416.84032,0.0,0.0,0.0,0.0,0.0,0.0
1402601818647604248,3,0.27439319447,-0.114322152727,-20.0871955804,0.043815185726,0.201825784606,0.0,-0.461923125027,0.0,-2.79231800795,0.0,0.0,0.0,0.0,0.2674221852,-96.7921312162,88.7516752733,1.07174715201,-65.0,-0.902968319255,50.0,1.08210413624,-65.0,-0.907571211037,50.0,8656416.84032,0.0,0.0,0.0,0.0,0.0,0.0
1402601818668068260,3,0.27439319447,-0.114322152727,-20.0871955804,0.043815185726,0.201825784606,0.0,-0.461923125027,0.0,-2.79231800795,0.0,0.0,0.0,0.0,0.2674221852,-96.7921312162,88.7516752733,1.07021269004,-65.0,-0.904502542811,50.0,1.08210413624,-65.0,-0.907571211037,50.0,8656416.84032,0.0,0.0,0.0,0.0,0.0,0.0
1402601818687602044,3,0.284794034887,-0.114322152727,-20.1055504419,0.043815185726,0.208248442898,0.0,-0.456427145713,0.0,-2.78995944225,0.0,0.0,0.0,0.0,0.2674221852,-96.7921312162,88.7516752733,1.07174715201,-65.0,-0.902968319255,50.0,1.08210413624,-65.0,-0.907571211037,50.0,8656416.84032,0.0,0.0,0.0,0.0,0.0,0.0
1402601818720038606,3,0.284794034887,-0.114322152727,-20.1055504419,0.043815185726,0.208248442898,0.0,-0.456427145713,0.0,-2.78995944225,0.0,0.0,0.0,0.0,0.2674221852,-96.7921312162,88.7516752733,1.07174715201,-65.0,-0.902968319255,50.0,1.08210413624,-65.0,-0.907571211037,50.0,8656416.84032,0.0,0.0,0.0,0.0,0.0,0.0
1402601818727589146,3,0.297930035768,-0.114322152727,-20.1311309627,0.043815185726,0.21101025589,0.0,-0.459455775478,0.0,-2.78692949719,0.0,0.0,0.0,0.0,0.2674221852,-96.7921312162,88.7516752733,1.07021269004,-65.0,-0.902968319255,50.0,1.08210413624,-65.0,-0.907571211037,50.0,8656416.84032,0.0,0.0,0.0,0.0,0.0,0.0
1402601818748202856,3,0.297930035768,-0.114322152727,-20.1311309627,0.043815185726,0.21101025589,0.0,-0.459455775478,0.0,-2.78692949719,0.0,0.0,0.0,0.0,0.2674221852,-96.7921312162,88.7516752733,1.07021269004,-65.0,-0.902968319255,50.0,1.08210413624,-65.0,-0.907571211037,50.0,8656416.84032,0.0,0.0,0.0,0.0,0.0,0.0
1402601818767430586,3,0.306857855968,-0.114322152727,-20.1485626829,0.043815185726,0.21589808538,0.0,-0.465995178035,0.0,-2.78518561755,0.0,0.0,0.0,0.0,0.2674221852,-96.7921312162,88.7516752733,1.07174715201,-65.0,-0.904502542811,50.0,1.08210413624,-65.0,-0.907571211037,50.0,8656416.84032,0.0,0.0,0.0,0.0,0.0,0.0
1402601818788113412,3,0.311865378842,-0.114322152727,-20.1581523064,0.043815185726,0.218982176761,0.0,-0.462272398986,0.0,-2.7838736931,0.0,0.0,0.0,0.0,0.2674221852,-96.7921312162,88.7516752733,1.07174715201,-65.0,-0.904502542811,50.0,1.08210413624,-65.0,-0.907571211037,50.0,8656416.84032,0.0,0.0,0.0,0.0,0.0,0.0
1402601818807524357,3,0.311865378842,-0.114322152727,-20.1581523064,0.043815185726,0.218982176761,0.0,-0.462272398986,0.0,-2.7838736931,0.0,0.0,0.0,0.0,0.2674221852,-96.7921312162,88.7516752733,1.07174715201,-65.0,-0.904502542811,50.0,1.08210413624,-65.0,-0.907571211037,50.0,8656416.84032,0.0,0.0,0.0,0.0,0.0,0.0
1402601818828130679,3,0.316314425076,-0.114322152727,-20.1675147026,0.043815185726,0.218079913063,0.0,-0.461982853144,0.0,-2.78261381132,0.0,0.0,0.0,0.0,0.2674221852,-96.7921312162,88.7516752733,1.07174715201,-65.0,-0.902968319255,50.0,1.08210413624,-65.0,-0.907571211037,50.0,8656416.84032,0.0,0.0,0.0,0.0,0.0,0.0
