rosbagTimestamp,header,seq,stamp,secs,nsecs,frame_id,point,x,y,z
1402416673291164395,,419,,1402416673,281989097,/ecef,,738762.016467,-5498148.458,3136742.63808
1402416674291046908,,420,,1402416674,281922101,/ecef,,738761.540824,-5498149.49552,3136741.96933
1402416675290955876,,421,,1402416675,281740903,/ecef,,738760.929,-5498150.52088,3136741.63185
1402416676292940124,,422,,1402416676,283752918,/ecef,,738759.807461,-5498150.607,3136741.23051
1402416677290835587,,423,,1402416677,281653881,/ecef,,738758.815485,-5498150.79976,3136741.47732
1402416678290786735,,424,,1402416678,281615972,/ecef,,738757.907963,-5498150.91862,3136742.27407
1402416679290712322,,425,,1402416679,281550884,/ecef,,738757.489966,-5498150.8823,3136743.36536
1402416680288601343,,426,,1402416680,279462099,/ecef,,738757.327523,-5498149.89766,3136744.70961
1402416682290428110,,427,,1402416682,281285047,/ecef,,738757.709746,-5498148.13218,3136747.03383
1402416683290407271,,428,,1402416683,281246900,/ecef,,738757.848638,-5498147.50759,3136748.19657
1402416684292280340,,429,,1402416684,283142089,/ecef,,738757.600499,-5498146.89744,3136749.30139
1402416685292289973,,430,,1402416685,283051013,/ecef,,738756.926665,-5498146.46782,3136750.08719
1402416686292293394,,431,,1402416686,283025979,/ecef,,738755.991353,-5498146.3671,3136750.63821
1402416687293105557,,432,,1402416687,283819913,/ecef,,738755.499073,-5498146.29833,3136750.78041
1402416688293070498,,433,,1402416688,283874034,/ecef,,738755.606596,-5498146.57125,3136750.76049
1402416689291977137,,434,,1402416689,282804965,/ecef,,738755.744941,-5498146.6424,3136750.69367
1402416690288887149,,435,,1402416690,279733896,/ecef,,738755.84704,-5498146.81972,3136750.71324
1402416691290745264,,436,,1402416691,281615972,/ecef,,738755.992256,-5498146.291,3136750.56008
1402416692290715096,,437,,1402416692,281550884,/ecef,,738755.822776,-5498145.66789,3136750.33435
1402416693291637731,,438,,1402416693,281471967,/ecef,,738755.840555,-5498145.27442,3136750.27648
1402416694292560215,,439,,1402416694,283288002,/ecef,,738756.138525,-5498145.52255,3136750.31009
1402416695290365910,,440,,1402416695,281125068,/ecef,,738756.134077,-5498145.57032,3136750.18091
1402416696291376745,,441,,1402416696,281955003,/ecef,,738756.219972,-5498145.70776,3136750.07861
1402416697290143346,,442,,1402416697,280992984,/ecef,,738756.410119,-5498145.8128,3136749.84535
1402416698290044787,,443,,1402416698,280900955,/ecef,,738756.708734,-5498146.85108,3136748.3191
1402416699290912106,,444,,1402416699,281747102,/ecef,,738756.855239,-5498147.6319,3136746.80987
1402416700291761254,,445,,1402416700,282587051,/ecef,,738756.662752,-5498148.51613,3136745.01553
1402416701289606147,,446,,1402416701,280452966,/ecef,,738756.353772,-5498149.43986,3136743.38447
1402416702291554391,,447,,1402416702,282321929,/ecef,,738756.405686,-5498150.40579,3136741.93503
1402416703290392557,,448,,1402416703,282114982,/ecef,,738756.665542,-5498151.30362,3136740.38277
1402416704285370127,,449,,1402416704,276127099,/ecef,,738756.737814,-5498151.9842,3136738.93329
1402416705291216823,,450,,1402416705,282049894,/ecef,,738756.786001,-5498152.43879,3136737.8091
1402416706292199296,,451,,1402416706,283020973,/ecef,,738757.256745,-5498153.18315,3136736.9908
1402416707292171119,,452,,1402416707,282988071,/ecef,,738757.788915,-5498153.84126,3136736.70939
1402416708292117499,,453,,1402416708,282911062,/ecef,,738758.154273,-5498154.39332,3136736.80663
1402416709292940130,,454,,1402416709,283672094,/ecef,,738758.181256,-5498153.81342,3136736.71272
