rosbagTimestamp,control_method,x_current,x_desired,y_current,y_desired,x_velocity_current,x_velocity_desired,y_velocity_current,y_velocity_desired,yaw_current,yaw_desired,required_force_x,required_force_y,required_moment_z,resultant_force_x,resultant_force_y,resultant_moment_z,current_port_servo_angle,current_port_thruster_force,current_starboard_servo_angle,current_starboard_thruster_force,estimated_port_servo_angle,estimated_port_thruster_force,estimated_starboard_servo_angle,estimated_starboard_thruster_force,cost_value,step,user_defined_1,user_defined_2,user_defined_3,user_defined_4,user_defined_5
1402597979542414152,0,20.9192972338,-0.114322152727,-26.912896455,0.043815185726,-0.641600904923,0.0,-0.859795265945,0.0,-2.30449319292,0.0,0.0,0.0,0.0,199.271866451,9.02374906538,-6.33281588718,0.112774936361,100.0,-0.0253168662365,100.0,0.117651113762,100.0,-0.0271457277775,100.0,2146230.14008,0.0,0.0,0.0,0.0,0.0,0.0
1402597979564472292,0,20.8927291604,-0.114322152727,-26.9387965835,0.043815185726,-0.676794588338,0.0,-0.869934779448,0.0,-2.30997006226,0.0,0.0,0.0,0.0,199.271866451,9.02374906538,-6.33281588718,0.112774936361,100.0,-0.0253168662365,100.0,0.117651113762,100.0,-0.0271457277775,100.0,2146230.14008,0.0,0.0,0.0,0.0,0.0,0.0
1402597979582083533,0,20.8927291604,-0.114322152727,-26.9387965835,0.043815185726,-0.676794588338,0.0,-0.869934779448,0.0,-2.30997006226,0.0,0.0,0.0,0.0,199.271866451,9.02374906538,-6.33281588718,0.112774936361,100.0,-0.0253168662365,100.0,0.117651113762,100.0,-0.0271457277775,100.0,2146230.14008,0.0,0.0,0.0,0.0,0.0,0.0
1402597979602952217,0,20.8716554753,-0.114322152727,-26.9859549541,0.043815185726,-0.68088008724,0.0,-0.907664573224,0.0,-2.30776434262,0.0,0.0,0.0,0.0,199.271866451,9.02374906538,-6.33281588718,0.111240712804,100.0,-0.0253168662365,100.0,0.117651113762,100.0,-0.0271457277775,100.0,2146230.14008,0.0,0.0,0.0,0.0,0.0,0.0
1402597979622301504,0,20.8716554753,-0.114322152727,-26.9859549541,0.043815185726,-0.68088008724,0.0,-0.907664573224,0.0,-2.30776434262,0.0,0.0,0.0,0.0,199.271866451,9.02374906538,-6.33281588718,0.112774936361,100.0,-0.0253168662365,100.0,0.117651113762,100.0,-0.0271457277775,100.0,2146230.14008,0.0,0.0,0.0,0.0,0.0,0.0
1402597979642651707,0,20.8504503326,-0.114322152727,-27.0141925231,0.043815185726,-0.70349436198,0.0,-0.929786011561,0.0,-2.30838579072,0.0,0.0,0.0,0.0,199.271866451,9.02374906538,-6.33281588718,0.112774936361,100.0,-0.0253168662365,100.0,0.117651113762,100.0,-0.0271457277775,100.0,2146230.14008,0.0,0.0,0.0,0.0,0.0,0.0
1402597979662156737,0,20.8355134725,-0.114322152727,-27.0340017756,0.043815185726,-0.715987277838,0.0,-0.944569449554,0.0,-2.30868976096,0.0,0.0,0.0,0.0,199.271866451,9.02374906538,-6.33281588718,0.112774936361,100.0,-0.0253168662365,100.0,0.117651113762,100.0,-0.0271457277775,100.0,2146230.14008,0.0,0.0,0.0,0.0,0.0,0.0
1402597979682632908,0,20.8355134725,-0.114322152727,-27.0340017756,0.043815185726,-0.715987277838,0.0,-0.944569449554,0.0,-2.30868976096,0.0,0.0,0.0,0.0,199.271866451,9.02374906538,-6.33281588718,0.112774936361,100.0,-0.0253168662365,100.0,0.117651113762,100.0,-0.0271457277775,100.0,2146230.14008,0.0,0.0,0.0,0.0,0.0,0.0
1402597979702141513,0,20.8282235325,-0.114322152727,-27.0433656363,0.043815185726,-0.722846758369,0.0,-0.950055726264,0.0,-2.30882999049,0.0,0.0,0.0,0.0,199.271866451,9.02374906538,-6.33281588718,0.112774936361,100.0,-0.0253168662365,100.0,0.117651113762,100.0,-0.0271457277775,100.0,2146230.14008,0.0,0.0,0.0,0.0,0.0,0.0
1402597979722715269,0,20.8282235325,-0.114322152727,-27.0433656363,0.043815185726,-0.722846758369,0.0,-0.950055726264,0.0,-2.30882999049,0.0,0.0,0.0,0.0,199.271866451,9.02374906538,-6.33281588718,0.112774936361,100.0,-0.0253168662365,100.0,0.117651113762,100.0,-0.0271457277775,100.0,2146230.14008,0.0,0.0,0.0,0.0,0.0,0.0
1402597979742234736,0,20.7793102284,-0.114322152727,-27.0817260605,0.043815185726,-0.785206259485,0.0,-0.959394988377,0.0,-2.31665474855,0.0,0.0,0.0,0.0,199.271866451,9.02374906538,-6.33281588718,0.112774936361,100.0,-0.0253168662365,100.0,0.117651113762,100.0,-0.0271457277775,100.0,2146230.14008,0.0,0.0,0.0,0.0,0.0,0.0
1402597979762398285,0,20.7793102284,-0.114322152727,-27.0817260605,0.043815185726,-0.785206259485,0.0,-0.959394988377,0.0,-2.31665474855,0.0,0.0,0.0,0.0,199.271866451,9.02374906538,-6.33281588718,0.112774936361,100.0,-0.0253168662365,100.0,0.117651113762,100.0,-0.0271457277775,100.0,2146230.14008,0.0,0.0,0.0,0.0,0.0,0.0
1402597979782367588,0,20.742483407,-0.114322152727,-27.150076739,0.043815185726,-0.796923165244,0.0,-1.01199074806,0.0,-2.31252631683,0.0,0.0,0.0,0.0,199.271866451,9.02374906538,-6.33281588718,0.112774936361,100.0,-0.0253168662365,100.0,0.117651113762,100.0,-0.0271457277775,100.0,2146230.14008,0.0,0.0,0.0,0.0,0.0,0.0
1402597979803191678,0,20.742483407,-0.114322152727,-27.150076739,0.043815185726,-0.796923165244,0.0,-1.01199074806,0.0,-2.31252631683,0.0,0.0,0.0,0.0,199.271866451,9.02374906538,-6.33281588718,0.112774936361,100.0,-0.0253168662365,100.0,0.117651113762,100.0,-0.0271457277775,100.0,2146230.14008,0.0,0.0,0.0,0.0,0.0,0.0
1402597979822408458,0,20.7266975255,-0.114322152727,-27.1857100637,0.043815185726,-0.79959480498,0.0,-1.03791927835,0.0,-2.31016292881,0.0,0.0,0.0,0.0,199.271866451,9.02374906538,-6.33281588718,0.112774936361,100.0,-0.0253168662365,100.0,0.117651113762,100.0,-0.0271457277775,100.0,2146230.14008,0.0,0.0,0.0,0.0,0.0,0.0
1402597979842901153,0,20.7104939935,-0.114322152727,-27.2065038442,0.043815185726,-0.810314711475,0.0,-1.04842592837,0.0,-2.31002184672,0.0,0.0,0.0,0.0,199.271866451,9.02374906538,-6.33281588718,0.112774936361,100.0,-0.0253168662365,100.0,0.117651113762,100.0,-0.0271457277775,100.0,2146230.14008,0.0,0.0,0.0,0.0,0.0,0.0
1402597979861919602,0,20.7104939935,-0.114322152727,-27.2065038442,0.043815185726,-0.810314711475,0.0,-1.04842592837,0.0,-2.31002184672,0.0,0.0,0.0,0.0,199.271866451,9.02374906538,-6.33281588718,0.112774936361,100.0,-0.0253168662365,100.0,0.117651113762,100.0,-0.0271457277775,100.0,2146230.14008,0.0,0.0,0.0,0.0,0.0,0.0
1402597979882803198,0,20.6935473005,-0.114322152727,-27.2287381945,0.043815185726,-0.820551911981,0.0,-1.06121723201,0.0,-2.30999378805,0.0,0.0,0.0,0.0,199.271866451,9.02374906538,-6.33281588718,0.112774936361,100.0,-0.0253168662365,100.0,0.117651113762,100.0,-0.0271457277775,100.0,2146230.14008,0.0,0.0,0.0,0.0,0.0,0.0
1402597979902104963,0,20.6935473005,-0.114322152727,-27.2287381945,0.043815185726,-0.820551911981,0.0,-1.06121723201,0.0,-2.30999378805,0.0,0.0,0.0,0.0,199.271866451,9.02374906538,-6.33281588718,0.112774936361,100.0,-0.0253168662365,100.0,0.117651113762,100.0,-0.0271457277775,100.0,2146230.14008,0.0,0.0,0.0,0.0,0.0,0.0
1402597979922640570,0,20.6594088261,-0.114322152727,-27.2727705886,0.043815185726,-0.838709814694,0.0,-1.08290671684,0.0,-2.30976180973,0.0,0.0,0.0,0.0,199.271866451,9.02374906538,-6.33281588718,0.112774936361,100.0,-0.0253168662365,100.0,0.117651113762,100.0,-0.0271457277775,100.0,2146230.14008,0.0,0.0,0.0,0.0,0.0,0.0
1402597979942339969,0,20.6594088261,-0.114322152727,-27.2727705886,0.043815185726,-0.838709814694,0.0,-1.08290671684,0.0,-2.30976180973,0.0,0.0,0.0,0.0,199.271866451,9.02374906538,-6.33281588718,0.112774936361,100.0,-0.0253168662365,100.0,0.117651113762,100.0,-0.0271457277775,100.0,2146230.14008,0.0,0.0,0.0,0.0,0.0,0.0
1402597979962899309,0,20.6332818124,-0.114322152727,-27.3137692499,0.043815185726,-0.842273666766,0.0,-1.09134027405,0.0,-2.30911021203,0.0,0.0,0.0,0.0,199.271866451,9.02374906538,-6.33281588718,0.112774936361,100.0,-0.0253168662365,100.0,0.117651113762,100.0,-0.0271457277775,100.0,2146230.14008,0.0,0.0,0.0,0.0,0.0,0.0
1402597979982045381,0,20.6332818124,-0.114322152727,-27.3137692499,0.043815185726,-0.842273666766,0.0,-1.09134027405,0.0,-2.30911021203,0.0,0.0,0.0,0.0,199.271866451,9.02374906538,-6.33281588718,0.112774936361,100.0,-0.0253168662365,100.0,0.117651113762,100.0,-0.0271457277775,100.0,2146230.14008,0.0,0.0,0.0,0.0,0.0,0.0
1402597980002841133,0,20.5974223303,-0.114322152727,-27.3424450273,0.043815185726,-0.866758375875,0.0,-1.07079795919,0.0,-2.31244121419,0.0,0.0,0.0,0.0,199.271866451,9.02374906538,-6.33281588718,0.112774936361,100.0,-0.0253168662365,100.0,0.117651113762,100.0,-0.0271457277775,100.0,2146230.14008,0.0,0.0,0.0,0.0,0.0,0.0
1402597980026446113,0,20.5974223303,-0.114322152727,-27.3424450273,0.043815185726,-0.866758375875,0.0,-1.07079795919,0.0,-2.31244121419,0.0,0.0,0.0,0.0,199.271866451,9.02374906538,-6.33281588718,0.112774936361,100.0,-0.0253168662365,100.0,0.117651113762,100.0,-0.0271457277775,100.0,2146230.14008,0.0,0.0,0.0,0.0,0.0,0.0
1402597980042972329,0,20.5717327736,-0.114322152727,-27.3950544067,0.043815185726,-0.860335300203,0.0,-1.10290730353,0.0,-2.30934355622,0.0,0.0,0.0,0.0,199.271866451,9.02374906538,-6.33281588718,0.112774936361,100.0,-0.0253168662365,100.0,0.117651113762,100.0,-0.0271457277775,100.0,2146230.14008,0.0,0.0,0.0,0.0,0.0,0.0
1402597980062572648,0,20.5717327736,-0.114322152727,-27.3950544067,0.043815185726,-0.860335300203,0.0,-1.10290730353,0.0,-2.30934355622,0.0,0.0,0.0,0.0,199.271866451,9.02374906538,-6.33281588718,0.112774936361,100.0,-0.0253168662365,100.0,0.117651113762,100.0,-0.0271457277775,100.0,2146230.14008,0.0,0.0,0.0,0.0,0.0,0.0
1402597980083061944,0,20.5100978863,-0.114322152727,-27.4581880526,0.043815185726,-0.916610801759,0.0,-1.13216899043,0.0,-2.3107950193,0.0,0.0,0.0,0.0,199.271866451,9.02374906538,-6.33281588718,0.112774936361,100.0,-0.0253168662365,100.0,0.117651113762,100.0,-0.0271457277775,100.0,2146230.14008,0.0,0.0,0.0,0.0,0.0,0.0
1402597980102868551,0,20.5100978863,-0.114322152727,-27.4581880526,0.043815185726,-0.916610801759,0.0,-1.13216899043,0.0,-2.3107950193,0.0,0.0,0.0,0.0,199.271866451,9.02374906538,-6.33281588718,0.114309398336,100.0,-0.02378264268,100.0,0.117651113762,100.0,-0.0271457277775,100.0,2146230.14008,0.0,0.0,0.0,0.0,0.0,0.0
