rosbagTimestamp,control_method,x_current,x_desired,y_current,y_desired,z_current,z_desired,x_velocity_current,x_velocity_desired,y_velocity_current,y_velocity_desired,z_velocity_current,z_velocity_desired,yaw_current,yaw_desired,yaw_velocity_current,yaw_velocity_desired,roll_current,roll_desired,roll_velocity_current,roll_velocity_desired,pitch_current,pitch_desired,pitch_velocity_current,pitch_velocity_desired,required_force_x,required_force_y,required_moment_z,resultant_force_x,resultant_force_y,resultant_moment_z,current_port_servo_angle,current_port_thruster_force,current_starboard_servo_angle,current_starboard_thruster_force,estimated_port_servo_angle,estimated_port_thruster_force,estimated_starboard_servo_angle,estimated_starboard_thruster_force,cost_value,step,user_defined_1,user_defined_2,user_defined_3,user_defined_4,user_defined_5
1402754016291047226,3,-13.6897520511,-0.00591572024346,-8.64279266728,-0.122189614607,40.8133000507,0.10862951003,0.0361121503409,0.0,-0.0700171517442,0.0,0.181435805878,0.0,1.98329940294,0.0,0.0135985904189,0.0,-0.00233734084347,0.0,0.010904417258,0.0,0.0720257882141,0.0,0.00115984715113,0.0,0.0,0.0,0.0,-75.0,0.0,-22.86,0.00230154196664,0.0,-0.00383606751517,0.0,-0.0,0.0,-0.0,-75.0,570664.8,0.0,0.0,0.0,0.0,0.0,0.0
1402754016311449042,3,-13.6890207954,-0.00591572024346,-8.64411568252,-0.122189614607,40.8168519395,0.10862951003,0.035646943203,0.0,-0.0701465843043,0.0,0.183438890869,0.0,1.98348535971,0.0,0.0141082689268,0.0,-0.00237888309365,0.0,0.00706845750329,0.0,0.0719067593166,0.0,4.33504564008e-06,0.0,0.0,0.0,0.0,-75.0,0.0,-22.86,0.00230154196664,0.0,-0.00383606751517,0.0,-0.0,0.0,-0.0,-75.0,570664.8,0.0,0.0,0.0,0.0,0.0,0.0
1402754016331187750,3,-13.6890207954,-0.00591572024346,-8.64411568252,-0.122189614607,40.8168519395,0.10862951003,0.035646943203,0.0,-0.0701465843043,0.0,0.183438890869,0.0,1.98348535971,0.0,0.0141082689268,0.0,-0.00237888309365,0.0,0.00706845750329,0.0,0.0719067593166,0.0,4.33504564008e-06,0.0,0.0,0.0,0.0,-75.0,0.0,-22.86,0.00230154196664,0.0,-0.00383606751517,0.0,-0.0,0.0,-0.0,-75.0,570664.8,0.0,0.0,0.0,0.0,0.0,0.0
1402754016350619772,3,-13.6873939484,-0.00591572024346,-8.66439848307,-0.122189614607,40.8772654108,0.10862951003,0.027376920268,0.0,-0.0681669841423,0.0,0.190022352212,0.0,1.98378262589,0.0,0.00740505964658,0.0,-0.00312332751658,0.0,0.00985414288564,0.0,0.0723533770773,0.0,0.00578102087137,0.0,0.0,0.0,0.0,-75.0,0.0,-22.86,0.00230154196664,0.0,-0.00383606751517,0.0,-0.0,0.0,-0.0,-75.0,570664.8,0.0,0.0,0.0,0.0,0.0,0.0
1402754016371132431,3,-13.6873939484,-0.00591572024346,-8.66439848307,-0.122189614607,40.8772654108,0.10862951003,0.027376920268,0.0,-0.0681669841423,0.0,0.190022352212,0.0,1.98378262589,0.0,0.00740505964658,0.0,-0.00312332751658,0.0,0.00985414288564,0.0,0.0723533770773,0.0,0.00578102087137,0.0,0.0,0.0,0.0,-75.0,0.0,-22.86,0.00230154196664,0.0,-0.00383606751517,0.0,-0.0,0.0,-0.0,-75.0,570664.8,0.0,0.0,0.0,0.0,0.0,0.0
1402754016391272945,3,-13.6864034923,-0.00591572024346,-8.67909969052,-0.122189614607,40.9144077932,0.10862951003,0.0325746938597,0.0,-0.0651825393718,0.0,0.191144142995,0.0,1.98413533301,0.0,0.0109088184411,0.0,-0.00237280572203,0.0,0.00813424057713,0.0,0.0720428755106,0.0,0.000347339216291,0.0,0.0,0.0,0.0,-75.0,0.0,-22.86,0.00230154196664,0.0,-0.00383606751517,0.0,-0.0,0.0,-0.0,-75.0,570664.8,0.0,0.0,0.0,0.0,0.0,0.0
1402754016410656471,3,-13.6864034923,-0.00591572024346,-8.67909969052,-0.122189614607,40.9144077932,0.10862951003,0.0325746938597,0.0,-0.0651825393718,0.0,0.191144142995,0.0,1.98413533301,0.0,0.0109088184411,0.0,-0.00237280572203,0.0,0.00813424057713,0.0,0.0720428755106,0.0,0.000347339216291,0.0,0.0,0.0,0.0,-75.0,0.0,-22.86,0.00230154196664,0.0,-0.00383606751517,0.0,-0.0,0.0,-0.0,-75.0,570664.8,0.0,0.0,0.0,0.0,0.0,0.0
1402754016430542788,3,-13.6850688566,-0.00591572024346,-8.68182217674,-0.122189614607,40.9221175235,0.10862951003,0.0325300179084,0.0,-0.0656810506401,0.0,0.191641622733,0.0,1.98468411337,0.0,0.0159341441939,0.0,-0.00242478008666,0.0,0.00909395725737,0.0,0.0715696263528,0.0,0.00527349405764,0.0,0.0,0.0,0.0,-75.0,0.0,-22.86,0.00230154196664,0.0,-0.00383606751517,0.0,-0.0,0.0,-0.0,-75.0,570664.8,0.0,0.0,0.0,0.0,0.0,0.0
1402754016450561258,3,-13.6850688566,-0.00591572024346,-8.68182217674,-0.122189614607,40.9221175235,0.10862951003,0.0325300179084,0.0,-0.0656810506401,0.0,0.191641622733,0.0,1.98468411337,0.0,0.0159341441939,0.0,-0.00242478008666,0.0,0.00909395725737,0.0,0.0715696263528,0.0,0.00527349405764,0.0,0.0,0.0,0.0,-75.0,0.0,-22.86,0.00230154196664,0.0,-0.00383606751517,0.0,-0.0,0.0,-0.0,-75.0,570664.8,0.0,0.0,0.0,0.0,0.0,0.0
1402754016470598878,3,-13.684819303,-0.00591572024346,-8.6976421807,-0.122189614607,40.9640695083,0.10862951003,0.0314537864856,0.0,-0.0636395688053,0.0,0.190882939752,0.0,1.9850801413,0.0,0.00638722011129,0.0,-0.00191537280644,0.0,0.0129031175875,0.0,0.0713463888957,0.0,0.000518684777307,0.0,0.0,0.0,0.0,-75.0,0.0,-22.86,0.00230154196664,0.0,-0.00383606751517,0.0,-0.0,0.0,-0.0,-75.0,570664.8,0.0,0.0,0.0,0.0,0.0,0.0
1402754016490478215,3,-13.684819303,-0.00591572024346,-8.6976421807,-0.122189614607,40.9640695083,0.10862951003,0.0314537864856,0.0,-0.0636395688053,0.0,0.190882939752,0.0,1.9850801413,0.0,0.00638722011129,0.0,-0.00191537280644,0.0,0.0129031175875,0.0,0.0713463888957,0.0,0.000518684777307,0.0,0.0,0.0,0.0,-75.0,0.0,-22.86,0.00230154196664,0.0,-0.00383606751517,0.0,-0.0,0.0,-0.0,-75.0,570664.8,0.0,0.0,0.0,0.0,0.0,0.0
1402754016511081882,3,-13.6884723698,-0.00591572024346,-8.71648460382,-0.122189614607,40.9969478106,0.10862951003,0.0304469284384,0.0,-0.0711067782676,0.0,0.18851378814,0.0,1.98568353964,0.0,0.0153924513154,0.0,-0.00217604893481,0.0,0.00548843211194,0.0,0.0701568211266,0.0,0.0173015763472,0.0,0.0,0.0,0.0,-75.0,0.0,-22.86,0.00230154196664,0.0,-0.00383606751517,0.0,-0.0,0.0,-0.0,-75.0,570664.8,0.0,0.0,0.0,0.0,0.0,0.0
1402754016530566989,3,-13.6884723698,-0.00591572024346,-8.71648460382,-0.122189614607,40.9969478106,0.10862951003,0.0304469284384,0.0,-0.0711067782676,0.0,0.18851378814,0.0,1.98568353964,0.0,0.0153924513154,0.0,-0.00217604893481,0.0,0.00548843211194,0.0,0.0701568211266,0.0,0.0173015763472,0.0,0.0,0.0,0.0,-75.0,0.0,-22.86,0.00230154196664,0.0,-0.00383606751517,0.0,-0.0,0.0,-0.0,-75.0,570664.8,0.0,0.0,0.0,0.0,0.0,0.0
1402754016550754976,3,-13.6874107346,-0.00591572024346,-8.71938992678,-0.122189614607,41.0045348024,0.10862951003,0.0294512056287,0.0,-0.071893366211,0.0,0.187469041397,0.0,1.98624683823,0.0,0.016211758544,0.0,-0.00186437398546,0.0,0.00744966001396,0.0,0.0697491163525,0.0,0.0122998618624,0.0,0.0,0.0,0.0,-75.0,0.0,-22.86,0.00230154196664,0.0,-0.00383606751517,0.0,-0.0,0.0,-0.0,-75.0,570664.8,0.0,0.0,0.0,0.0,0.0,0.0
1402754016570619809,3,-13.6874107346,-0.00591572024346,-8.71938992678,-0.122189614607,41.0045348024,0.10862951003,0.0294512056287,0.0,-0.071893366211,0.0,0.187469041397,0.0,1.98624683823,0.0,0.016211758544,0.0,-0.00186437398546,0.0,0.00744966001396,0.0,0.0697491163525,0.0,0.0122998618624,0.0,0.0,0.0,0.0,-75.0,0.0,-22.86,0.00230154196664,0.0,-0.00383606751517,0.0,-0.0,0.0,-0.0,-75.0,570664.8,0.0,0.0,0.0,0.0,0.0,0.0
1402754016590527654,3,-13.6854308523,-0.00591572024346,-8.73928327064,-0.122189614607,41.050263792,0.10862951003,0.0352096442298,0.0,-0.0726216096201,0.0,0.186608175694,0.0,1.98684297944,0.0,0.0178480611035,0.0,-0.000859713135103,0.0,0.00572256743171,0.0,0.0691346344528,0.0,0.00475820994909,0.0,0.0,0.0,0.0,-75.0,0.0,-22.86,0.00230154196664,0.0,-0.00383606751517,0.0,-0.0,0.0,-0.0,-75.0,570664.8,0.0,0.0,0.0,0.0,0.0,0.0
1402754016610490537,3,-13.6854308523,-0.00591572024346,-8.73928327064,-0.122189614607,41.050263792,0.10862951003,0.0352096442298,0.0,-0.0726216096201,0.0,0.186608175694,0.0,1.98684297944,0.0,0.0178480611035,0.0,-0.000859713135103,0.0,0.00572256743171,0.0,0.0691346344528,0.0,0.00475820994909,0.0,0.0,0.0,0.0,-75.0,0.0,-22.86,0.00230154196664,0.0,-0.00383606751517,0.0,-0.0,0.0,-0.0,-75.0,570664.8,0.0,0.0,0.0,0.0,0.0,0.0
1402754016630495330,3,-13.6865075826,-0.00591572024346,-8.75990369112,-0.122189614607,41.1098534143,0.10862951003,0.0273010640244,0.0,-0.0657873011353,0.0,0.188111362084,0.0,1.9873543877,0.0,0.0135004520769,0.0,-0.00121695054698,0.0,0.00387035819607,0.0,0.0701708185368,0.0,0.00266013618041,0.0,0.0,0.0,0.0,-75.0,0.0,-22.86,0.00230154196664,0.0,-0.00383606751517,0.0,-0.0,0.0,-0.0,-75.0,570664.8,0.0,0.0,0.0,0.0,0.0,0.0
1402754016650614925,3,-13.6865075826,-0.00591572024346,-8.75990369112,-0.122189614607,41.1098534143,0.10862951003,0.0273010640244,0.0,-0.0657873011353,0.0,0.188111362084,0.0,1.9873543877,0.0,0.0135004520769,0.0,-0.00121695054698,0.0,0.00387035819607,0.0,0.0701708185368,0.0,0.00266013618041,0.0,0.0,0.0,0.0,-75.0,0.0,-22.86,0.00230154196664,0.0,-0.00383606751517,0.0,-0.0,0.0,-0.0,-75.0,570664.8,0.0,0.0,0.0,0.0,0.0,0.0
1402754016670788281,3,-13.687256918,-0.00591572024346,-8.78243846185,-0.122189614607,41.1623002391,0.10862951003,0.0271811613556,0.0,-0.0647240236132,0.0,0.188238482433,0.0,1.98776682941,0.0,0.0110140107971,0.0,-0.000912882472671,0.0,-0.00578166364916,0.0,0.0702094076379,0.0,0.000739288183349,0.0,0.0,0.0,0.0,-75.0,0.0,-22.86,0.00230154196664,0.0,-0.00383606751517,0.0,-0.0,0.0,-0.0,-75.0,570664.8,0.0,0.0,0.0,0.0,0.0,0.0
1402754016690555542,3,-13.687256918,-0.00591572024346,-8.78243846185,-0.122189614607,41.1623002391,0.10862951003,0.0271811613556,0.0,-0.0647240236132,0.0,0.188238482433,0.0,1.98776682941,0.0,0.0110140107971,0.0,-0.000912882472671,0.0,-0.00578166364916,0.0,0.0702094076379,0.0,0.000739288183349,0.0,0.0,0.0,0.0,-75.0,0.0,-22.86,0.00230154196664,0.0,-0.00383606751517,0.0,-0.0,0.0,-0.0,-75.0,570664.8,0.0,0.0,0.0,0.0,0.0,0.0
1402754016710473160,3,-13.6885672112,-0.00591572024346,-8.80280397989,-0.122189614607,41.2137791361,0.10862951003,0.0292711146833,0.0,-0.0592126849098,0.0,0.187323819214,0.0,1.98817778304,0.0,0.0123153814878,0.0,-0.000372617049933,0.0,-0.00536814986404,0.0,0.070713146745,0.0,0.00308669873308,0.0,0.0,0.0,0.0,-75.0,0.0,-22.86,0.00230154196664,0.0,-0.00383606751517,0.0,-0.0,0.0,-0.0,-75.0,570664.8,0.0,0.0,0.0,0.0,0.0,0.0
1402754016730534888,3,-13.6885672112,-0.00591572024346,-8.80280397989,-0.122189614607,41.2137791361,0.10862951003,0.0292711146833,0.0,-0.0592126849098,0.0,0.187323819214,0.0,1.98817778304,0.0,0.0123153814878,0.0,-0.000372617049933,0.0,-0.00536814986404,0.0,0.070713146745,0.0,0.00308669873308,0.0,0.0,0.0,0.0,-75.0,0.0,-22.86,0.00230154196664,0.0,-0.00383606751517,0.0,-0.0,0.0,-0.0,-75.0,570664.8,0.0,0.0,0.0,0.0,0.0,0.0
1402754016750537953,3,-13.6884022286,-0.00591572024346,-8.83486686836,-0.122189614607,41.2847013249,0.10862951003,0.0238021171467,0.0,-0.0688545747419,0.0,0.19051528436,0.0,1.98852011926,0.0,0.00383206343218,0.0,-0.00135945052628,0.0,-0.00246315550965,0.0,0.0702218671059,0.0,-0.00319010402456,0.0,0.0,0.0,0.0,-75.0,0.0,-22.86,0.00230154196664,0.0,-0.00383606751517,0.0,-0.0,0.0,-0.0,-75.0,570664.8,0.0,0.0,0.0,0.0,0.0,0.0
1402754016770448668,3,-13.6884022286,-0.00591572024346,-8.83486686836,-0.122189614607,41.2847013249,0.10862951003,0.0238021171467,0.0,-0.0688545747419,0.0,0.19051528436,0.0,1.98852011926,0.0,0.00383206343218,0.0,-0.00135945052628,0.0,-0.00246315550965,0.0,0.0702218671059,0.0,-0.00319010402456,0.0,0.0,0.0,0.0,-75.0,0.0,-22.86,0.00230154196664,0.0,-0.00383606751517,0.0,-0.0,0.0,-0.0,-75.0,570664.8,0.0,0.0,0.0,0.0,0.0,0.0
1402754016790454120,3,-13.6901472736,-0.00591572024346,-8.86002505182,-0.122189614607,41.3405763959,0.10862951003,0.0250319846285,0.0,-0.0690865831439,0.0,0.191470345223,0.0,1.98884280114,0.0,0.00277883703254,0.0,-0.00126546456566,0.0,-0.0100672218719,0.0,0.0702491897748,0.0,0.00631322329291,0.0,0.0,0.0,0.0,-75.0,0.0,-22.86,0.00230154196664,0.0,-0.00383606751517,0.0,-0.0,0.0,-0.0,-75.0,570664.8,0.0,0.0,0.0,0.0,0.0,0.0
1402754016811107200,3,-13.6901472736,-0.00591572024346,-8.86002505182,-0.122189614607,41.3405763959,0.10862951003,0.0250319846285,0.0,-0.0690865831439,0.0,0.191470345223,0.0,1.98884280114,0.0,0.00277883703254,0.0,-0.00126546456566,0.0,-0.0100672218719,0.0,0.0702491897748,0.0,0.00631322329291,0.0,0.0,0.0,0.0,-75.0,0.0,-22.86,0.00230154196664,0.0,-0.00383606751517,0.0,-0.0,0.0,-0.0,-75.0,570664.8,0.0,0.0,0.0,0.0,0.0,0.0
1402754016830556685,3,-13.6890539958,-0.00591572024346,-8.86276428228,-0.122189614607,41.34835662,0.10862951003,0.0247513240617,0.0,-0.0704140964309,0.0,0.193044080755,0.0,1.98924240757,0.0,0.00985708926989,0.0,-0.00141324028898,0.0,-0.000242409495226,0.0,0.0703252730605,0.0,-0.00113450301552,0.0,0.0,0.0,0.0,-75.0,0.0,-22.86,0.00230154196664,0.0,-0.00383606751517,0.0,-0.0,0.0,-0.0,-75.0,570664.8,0.0,0.0,0.0,0.0,0.0,0.0
